url,Name,Price,Rating,제조회사,등록년월,AMD CPU종류,소켓 구분,코어 수,스레드 수,메모리 규격,내장그래픽,세대 구분,출시일,제조 공정,,기본 클럭,최대 클럭,L2 캐시,L3 캐시,연산 체계,TDP,PPT,PCIe 버전,최대 PCIe 레인수,최대 메모리 크기,메모리 클럭,메모리 채널,GPU 모델명,GPU 코어 속도,SMT(하이퍼스레딩),AMD Ryzen Master,AMD 3D V캐시,패키지 형태,쿨러,시네벤치R23(싱글),시네벤치R23(멀티),적합성평가인증,안전확인인증,인텔 CPU종류,버스 속도,PBP-MTP,인텔 XTU,인텔 딥러닝부스트,StoreMI,VR Ready 프리미엄,SenseMI,인텔 퀵싱크,AMD Ryzen AI,옵테인,유통회사,AMD PRO
//img.danawa.com/prod_img/500000/333/216/img/2216333_1.jpg?shrink=130:130&_v=20240108172425,인텔 코어i3-4세대 4130 (하스웰),7630원,N/A,인텔 코어i3-4세대,2013년 09월,,인텔(소켓1150),듀얼 코어,4스레드,DDR3,내장그래픽:탑재,,,22nm,,3.4GHz,,512KB,3MB,64(32)비트,54W,,,16레인,,,,인텔 HD 4400,1150MHz,○,,,벌크 + 쿨러,기본형 벌크쿨러,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(코어i3-4세대),DMI2.0 5 GT/s,,,,,,,,,,공인 대리점,
//img.danawa.com/prod_img/500000/175/290/img/1290175_1.jpg?shrink=130:130&_v=20240401144058,인텔 코어i5-2세대 2500 (샌디브릿지),13490원,4.5,인텔 코어i5-2세대,2011년 01월,,인텔(소켓1155),4코어,4스레드,DDR3,내장그래픽:탑재,,,32nm,,3.3GHz,3.5 ~ 3.99GHz,256KB x4,6MB,64(32)비트,95W,,,16레인,,,,인텔 HD 2000,"1,100MHz",,,,벌크,미포함,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(코어i5-2세대),DMI2.0 5 GT/s,,,,,,,,,,,
//img.danawa.com/prod_img/500000/462/728/img/10728462_1.jpg?shrink=130:130&_v=20220712110239,인텔 코어i5-9세대 9500 (커피레이크-R),127070원,5.0,인텔(제조사 웹사이트 바로가기),2019년 07월,,인텔(소켓1151v2),6코어,6스레드,DDR4,내장그래픽:탑재,,2019 2분기,14nm,,3.0GHz,4.4GHz,,9MB,64비트,65W,,,16레인,128GB,2666MHz,2,인텔 UHD 630,1100MHz,,,,벌크 + 쿨러,기본형 벌크쿨러,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(코어i5-9세대),DMI3.0 8 GT/s,,,,,,,,,○,,
//img.danawa.com/prod_img/500000/012/881/img/4881012_1.jpg?shrink=130:130&_v=20240401145348,인텔 코어i5-7세대 7400 (카비레이크),66020원,4.8,인텔 코어i5-7세대,2017년 02월,,인텔(소켓1151),4코어,4스레드,"DDR4, DDR3L",내장그래픽:탑재,,,14nm,,3.0GHz,3.5GHz,,6MB,64비트,65W,,,16레인,,2400MHz,,인텔 HD 630,1000MHz,,,,벌크 + 쿨러,기본형 벌크쿨러,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(코어i5-7세대),DMI3.0 8 GT/s,,,,,,,,,,공인 대리점,
//img.danawa.com/prod_img/500000/428/221/img/5221428_1.jpg?shrink=130:130&_v=20240108174856,인텔 펜티엄 G4600 (카비레이크),9760원,4.8,인텔 펜티엄,2017년 06월,,인텔(소켓1151),듀얼 코어,4스레드,"DDR4, DDR3L",내장그래픽:탑재,,,14nm,,3.6GHz,,,3MB,64비트,51W,,,16레인,,2133MHz,,인텔 HD 630,"1,100MHz",○,,,벌크 + 쿨러,기본형 벌크쿨러,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(펜티엄),DMI3.0 8 GT/s,,,,,,,,,,공인 대리점,
//img.danawa.com/prod_img/500000/502/033/img/4033502_1.jpg?shrink=130:130&_v=20231204160541,인텔 셀러론 G3900 (스카이레이크),16490원,4.8,인텔 셀러론,2016년 04월,,인텔(소켓1151),듀얼 코어,2스레드,"DDR4, DDR3L",내장그래픽:탑재,,,14nm,,2.8GHz,,512KB,2MB,64비트,51W,,,16레인,,,,인텔 HD 510,950MHz,,,,벌크 + 쿨러,기본형 벌크쿨러,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(셀러론),DMI3.0 8 GT/s,,,,,,,,,,공인 대리점,
//img.danawa.com/prod_img/500000/858/481/img/11481858_1.jpg?shrink=130:130&_v=20200707160359,인텔 코어i5-10세대 10600K (코멧레이크S),212000원,N/A,인텔(제조사 웹사이트 바로가기),2020년 05월,,인텔(소켓1200),6코어,12스레드,DDR4,내장그래픽:탑재,,2020 2분기,14nm,,4.1GHz,4.8GHz,,12MB,64비트,125W,,PCIe3.0,16레인,128GB,2666MHz,2,인텔 UHD 630,"1,200MHz",○,,,벌크 + 쿨러,기본형 벌크쿨러,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,코어i5-10세대,DMI3.0 8 GT/s,,,,,,,,,○,,
//img.danawa.com/prod_img/500000/379/820/img/4820379_1.jpg?shrink=130:130&_v=20231204171007,인텔 코어i5-7세대 7600 (카비레이크),75130원,4.4,인텔 코어i5-7세대,2017년 01월,,인텔(소켓1151),4코어,4스레드,"DDR4, DDR3L",내장그래픽:탑재,,,14nm,,3.5GHz,4.1GHz,,6MB,64비트,65W,,,16레인,,2400MHz,,인텔 HD 630,1150MHz,,,,벌크,미포함,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(코어i5-7세대),DMI3.0 8 GT/s,,,,,,,,,,공인 대리점,
//img.danawa.com/prod_img/500000/039/143/img/30143039_1.jpg?shrink=130:130&_v=20231123134101,AMD 라이젠 스레드리퍼 PRO 7965WX (스톰 픽),3687450원,N/A,AMD(제조사 웹사이트 바로가기),2023년 11월,라이젠 스레드리퍼 PRO,AMD(소켓sTR5),24코어,48스레드,DDR5,내장그래픽:미탑재,5세대(Zen4),2023 4분기,5(6)nm,,4.2GHz,5.3GHz,24MB,128MB,64비트,350W,,PCIe5.0,148레인,2TB,5200MHz,8,,,○,,,멀티팩(정품),미포함,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/325/169/img/3169325_1.jpg?shrink=130:130&_v=20240108165852,인텔 펜티엄 G3260 (하스웰 리프레시),21390원,3.7,인텔 펜티엄,2015년 05월,,인텔(소켓1150),듀얼 코어,2스레드,DDR3,내장그래픽:탑재,,,22nm,,3.3GHz,,512KB,3MB,64(32)비트,53W,,,16레인,,,,인텔 HD,"1,100MHz",,,,벌크 + 쿨러,기본형 벌크쿨러,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(펜티엄),DMI2.0 5 GT/s,,,,,,,,,,공인 대리점,
//img.danawa.com/prod_img/500000/775/780/img/1780775_1.jpg?shrink=130:130&_v=20240108171920,인텔 코어i3-3세대 3240 (아이비브릿지),8020원,N/A,인텔 코어i3-3세대,2012년 09월,,인텔(소켓1155),듀얼 코어,4스레드,DDR3,내장그래픽:탑재,,,22nm,,3.4GHz,,256KB x2,3MB,64(32)비트,55W,,,16레인,,,,인텔 HD 2500,"1,050MHz",○,,,벌크 + 쿨러,기본형 벌크쿨러,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(코어i3-3세대),DMI2.0 5 GT/s,,,,,,,,,,,
//img.danawa.com/prod_img/500000/228/081/img/2081228_1.jpg?shrink=130:130&_v=20240311145624,인텔 코어i7-4세대 4770K (하스웰),62490원,N/A,인텔 코어i7-4세대,2013년 06월,,인텔(소켓1150),4코어,8스레드,DDR3,내장그래픽:탑재,,,22nm,,3.5GHz,3.9GHz,1MB,8MB,64(32)비트,84W,,,16레인,,,,인텔 HD 4600,"최대 1,250MHz",○,,,벌크,미포함,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(코어i7-4세대),,,,,,,,,,,,
//img.danawa.com/prod_img/500000/556/501/img/13501556_1.jpg?shrink=130:130&_v=20210609094145,인텔 제온 X5680 (웨스터미어),19000원,N/A,인텔 제온,2010년 04월,,인텔(소켓1366),헥사(6) 코어,12스레드,DDR3,내장그래픽:미탑재,,,32nm,,3.33GHz,,256KB x6,12MB,64(32)비트,130W,,,,,,,,,○,,,해외구매,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(제온),QPI 6.4 GT/s,,,,,,,,,,,
//img.danawa.com/prod_img/500000/112/540/img/13540112_1.jpg?shrink=130:130&_v=20221227173413,인텔 코어X-시리즈 i9-10980XE Extreme Edition (캐스케이드레이크),1530710원,5.0,인텔(제조사 웹사이트 바로가기),2019년 12월,,인텔(소켓2066),18코어,36스레드,DDR4,내장그래픽:미탑재,,2019 4분기,14nm,,3.0GHz,4.6GHz,,24.75MB,,165W,,PCIe3.0,48레인,256GB,2933MHz,4,,,○,,,벌크,미포함,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,코어X-시리즈,,,,○,,,,,,○,,
//img.danawa.com/prod_img/500000/231/376/img/1376231_1.jpg?shrink=130:130&_v=20240401150012,인텔 코어i7-2세대 2600K (샌디브릿지),43700원,5.0,인텔 코어i7-2세대,2011년 06월,,인텔(소켓1155),4코어,8스레드,DDR3,내장그래픽:탑재,,,32nm,,3.4GHz,3.8GHz,256KB x4,8MB,64(32)비트,95W,,,16레인,,,,인텔 HD 3000,"1,350MHz",○,,,벌크 + 쿨러,기본형 벌크쿨러,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(코어i7-2세대),DMI2.0 5 GT/s,,,,,,,,,,,
//img.danawa.com/prod_img/500000/313/909/img/16909313_1.jpg?shrink=130:130&_v=20220425175418,인텔 제온 E5-2696 v3 (하스웰-EP),68020원,N/A,인텔 제온,2022년 04월,,인텔(소켓2011-V3),18코어,36스레드,DDR4,내장그래픽:미탑재,,,22nm,,2.3GHz,,,45MB,64비트,,,,,,,4,,,○,,,해외구매,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(제온),DMI2.0 5 GT/s,,,,,,,,,,,
//img.danawa.com/prod_img/500000/506/116/img/3116506_1.jpg?shrink=130:130&_v=20240108170939,인텔 코어i3-4세대 4170 (하스웰 리프레시),8740원,4.0,인텔 코어i3-4세대,2015년 04월,,인텔(소켓1150),듀얼 코어,4스레드,DDR3,내장그래픽:탑재,,2014 하반기,22nm,,3.7GHz,,512KB,3MB,64(32)비트,54W,,,16레인,,,,인텔 HD 4400,"1,150MHz",○,,,벌크 + 쿨러,기본형 벌크쿨러,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(코어i3-4세대),DMI2.0 5 GT/s,,,,,,,,,,,
//img.danawa.com/prod_img/500000/773/780/img/1780773_1.jpg?shrink=130:130&_v=20240108170324,인텔 코어i3-3세대 3220 (아이비브릿지),7790원,5.0,인텔 코어i3-3세대,2012년 08월,,인텔(소켓1155),듀얼 코어,4스레드,DDR3,내장그래픽:탑재,,,22nm,,3.3GHz,,256KB x2,3MB,64(32)비트,55W,,,16레인,,,,인텔 HD 2500,"1,050MHz",○,,,벌크 + 쿨러,기본형 벌크쿨러,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(코어i3-3세대),DMI2.0 5 GT/s,,,,,,,,,,,
//img.danawa.com/prod_img/500000/420/954/img/4954420_1.jpg?shrink=130:130&_v=20181120154909,인텔 코어i3-4세대 4150 (하스웰 리프레시),3590원,4.7,인텔 코어i3-4세대,2017년 03월,,인텔(소켓1150),듀얼 코어,4스레드,DDR3,내장그래픽:탑재,,,22nm,,3.5GHz,,512KB,3MB,64(32)비트,54W,,,16레인,,,,인텔 HD 4400,"1,150MHz",○,,,중고,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(코어i3-4세대),DMI2.0 5 GT/s,,,,,,,,,,,
//img.danawa.com/prod_img/500000/509/658/img/29658509_1.jpg?shrink=130:130&_v=20231101102243,AMD 라이젠7 PRO 7745 (라파엘),513620원,N/A,AMD(제조사 웹사이트 바로가기),2023년 11월,라이젠7 PRO,AMD(소켓AM5),8코어,16스레드,DDR5,내장그래픽:탑재,5세대(Zen4),2023 2분기,5nm,,3.8GHz,5.3GHz,8MB,32MB,64비트,65W,,PCIe5.0,28(24)레인,128GB,5200MHz,2,AMD 라데온 그래픽,"2,200MHz",○,,,멀티팩(정품),Wraith Spire 포함,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,○
//img.danawa.com/prod_img/500000/933/112/img/6112933_1.jpg?shrink=130:130&_v=20181106113057,인텔 펜티엄 G3220 (하스웰),1890원,4.7,인텔 펜티엄,2013년 09월,,인텔(소켓1150),듀얼 코어,2스레드,DDR3,내장그래픽:탑재,,,22nm,,3.0GHz,,512KB,3MB,64(32)비트,54W,,,16레인,,,,인텔 HD,1100MHz,,,,중고,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(펜티엄),DMI2.0 5 GT/s,,,,,,,,,,공인 대리점,
//img.danawa.com/prod_img/500000/725/691/img/2691725_1.jpg?shrink=130:130&_v=20231204160912,인텔 코어i5-4세대 4460 (하스웰 리프레시),23400원,4.5,인텔 코어i5-4세대,2014년 05월,,인텔(소켓1150),4코어,4스레드,DDR3,내장그래픽:탑재,,,22nm,,3.2GHz,3.4GHz,1MB,6MB,64(32)비트,84W,,,16레인,,,,인텔 HD 4600,"1,100MHz",,,,벌크,미포함,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(코어i5-4세대),DMI2.0 5 GT/s,,,,,,,,,,,
//img.danawa.com/prod_img/500000/121/825/img/13825121_1.jpg?shrink=130:130&_v=20210415162257,인텔 코어i7-11세대 11700KF (로켓레이크S),698330원,5.0,인텔(제조사 웹사이트 바로가기),2021년 03월,,인텔(소켓1200),8코어,16스레드,DDR4,내장그래픽:미탑재,,2021 1분기,14nm,,3.6GHz,5.0GHz,,16MB,64비트,125W,,PCIe4.0,20레인,,3200MHz,2,,,○,,,벌크,미포함,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,코어i7-11세대,,,,○,,,,,,○,,
//img.danawa.com/prod_img/500000/766/480/img/11480766_1.jpg?shrink=130:130&_v=20200722162158,인텔 코어i5-10세대 10500 (코멧레이크S),339810원,4.6,인텔(제조사 웹사이트 바로가기),2020년 05월,,인텔(소켓1200),6코어,12스레드,DDR4,내장그래픽:탑재,,2020 2분기,14nm,,3.1GHz,4.5GHz,,12MB,64비트,65W,,PCIe3.0,16레인,128GB,2666MHz,2,인텔 UHD 630,"1,150MHz",○,,,벌크 + 쿨러,기본형 벌크쿨러,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,코어i5-10세대,DMI3.0 8 GT/s,,,,,,,,,○,,
//img.danawa.com/prod_img/500000/865/112/img/6112865_1.jpg?shrink=130:130&_v=20181120165727,인텔 코어i7-4세대 4790K (데빌스캐년),73460원,4.6,인텔 코어i7-4세대,2014년 06월,,인텔(소켓1150),4코어,8스레드,DDR3,내장그래픽:탑재,,,22nm,,4.0GHz,4.4GHz,256KB x4,8MB,64(32)비트,88W,,,16레인,,,,인텔 HD 4600,"1,250MHz",○,,,중고,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(코어i7-4세대),DMI2.0 5 GT/s,,,,,,,,,,,
//img.danawa.com/prod_img/500000/836/274/img/4274836_1.jpg?shrink=130:130&_v=20200708125041,인텔 코어i5-3세대 3550 (아이비브릿지),14990원,4.7,인텔 코어i5-3세대,2016년 07월,,인텔(소켓1155),4코어,4스레드,DDR3,내장그래픽:탑재,,,22nm,,3.3GHz,3.7GHz,256KB x4,6MB,64(32)비트,77W,,,16레인,,,,인텔 HD 2500,"1,150MHz",,,,중고,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(코어i5-3세대),DMI2.0 5 GT/s,,,,,,,,,,공인 대리점,
//img.danawa.com/prod_img/500000/665/623/img/67623665_1.jpg?shrink=130:130&_v=20240926092615,인텔 코어i5-14세대 14600 (랩터레이크 리프레시),407440원,N/A,인텔(제조사 웹사이트 바로가기),2023년 10월,,인텔(소켓1700),P6+E8코어,12+8스레드,"DDR5, DDR4",내장그래픽:탑재,,2023 4분기,10nm(인텔7),,2.7GHz,5.2GHz,20MB,24MB,64비트,,,"PCIe5.0, 4.0",16+4레인,192GB,"5600, 3200MHz",2,인텔 UHD 770,"1,550MHz",○,,,벌크,기본형 벌크쿨러,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,코어i5-14세대,DMI4.0 8 GT/s,,○,○,,,,○,,,,
//img.danawa.com/prod_img/500000/680/147/img/4147680_1.jpg?shrink=130:130&_v=20200708143505,인텔 코어i7-2세대 2600 (샌디브릿지),35140원,4.7,인텔 코어i7-2세대,2016년 06월,,인텔(소켓1155),4코어,8스레드,DDR3,내장그래픽:탑재,,,32nm,,3.4GHz,3.8GHz,256KB x4,8MB,64(32)비트,95W,,,16레인,,,,인텔 HD 2000,"1,350MHz",○,,,중고,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(코어i7-2세대),DMI2.0 5 GT/s,,,,,,,,,,,
//img.danawa.com/prod_img/500000/219/096/img/14096219_1.jpg?shrink=130:130&_v=20210504164345,인텔 코어i5-11세대 11600KF (로켓레이크S),159990원,N/A,인텔(제조사 웹사이트 바로가기),2021년 03월,,인텔(소켓1200),6코어,12스레드,DDR4,내장그래픽:미탑재,,2021 1분기,14nm,,3.9GHz,4.9GHz,,12MB,64비트,125W,,PCIe4.0,20레인,,3200MHz,2,,,○,,,해외구매,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,코어i5-11세대,,,,○,,,,,,○,,
//img.danawa.com/prod_img/500000/427/654/img/6654427_1.jpg?shrink=130:130&_v=20200707160111,인텔 코어i9-9세대 9900K (커피레이크-R),770000원,5.0,인텔(제조사 웹사이트 바로가기),2018년 10월,,인텔(소켓1151v2),8코어,16스레드,DDR4,내장그래픽:탑재,,2018 4분기,14nm,,3.60GHz,5.00GHz,,16MB,64비트,95W,,,16레인,128GB,2666MHz,2,인텔 UHD 630,"1,200MHz",○,,,벌크 + 쿨러,기본형 벌크쿨러,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(코어i9-9세대),DMI3.0 8 GT/s,,,,,,,,,○,,
//img.danawa.com/prod_img/500000/031/372/img/8372031_1.jpg?shrink=130:130&_v=20190708150922,인텔 코어i7-9세대 9700F (커피레이크-R),250000원,4.7,인텔(제조사 웹사이트 바로가기),2019년 06월,,인텔(소켓1151v2),8코어,8스레드,DDR4,내장그래픽:미탑재,,2019 2분기,14nm,,3.0GHz,4.7GHz,,12MB,64비트,65W,,,16레인,128GB,2666MHz,2,,,,,,벌크 + 쿨러,기본형 벌크쿨러,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(코어i7-9세대),DMI3.0 8 GT/s,,,,,,,,,○,공인 대리점,
//img.danawa.com/prod_img/500000/205/535/img/10535205_1.jpg?shrink=130:130&_v=20240422164929,인텔 펜티엄 골드 G5420 (커피레이크-R),14070원,4.8,인텔(제조사 웹사이트 바로가기),2019년 07월,,인텔(소켓1151v2),2코어,4스레드,DDR4,내장그래픽:탑재,,2019 2분기,14nm,,3.80GHz,,,4MB,64비트,54W,,,16레인,64GB,2400MHz,2,인텔 UHD 610,"1,050MHz",○,,,벌크,미포함,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,펜티엄 골드,DMI3.0 8 GT/s,,,,,,,,,○,,
//img.danawa.com/prod_img/500000/857/309/img/12309857_1.jpg?shrink=130:130&_v=20201005164443,인텔 코어i9-10세대 10900K (코멧레이크S),780000원,N/A,인텔(제조사 웹사이트 바로가기),2020년 05월,,인텔(소켓1200),10코어,20스레드,DDR4,내장그래픽:탑재,,2020 2분기,14nm,,3.7GHz,5.3GHz,,20MB,64비트,125W,,PCIe3.0,16레인,128GB,2933MHz,2,인텔 UHD 630,"1,200MHz",○,,,벌크 + 쿨러,미포함,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,코어i9-10세대,DMI3.0 8 GT/s,,,,,,,,,○,,
//img.danawa.com/prod_img/500000/370/153/img/70153370_1.jpg?shrink=130:130&_v=20241030110102,인텔 제온 스케일러블 골드 6526Y (에메랄드 래피드),2448990원,N/A,인텔(제조사 웹사이트 바로가기),2024년 10월,,인텔(소켓4677),16코어,32스레드,DDR5,,,2023 4분기,,,2.8GHz,3.9GHz,,37.5MB,,195W,,PCIe5.0,80레인,4TB,5200MHz,8,,,○,,,벌크,미포함,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,제온 플래티넘,,,,○,,,,,,,,
//img.danawa.com/prod_img/500000/666/669/img/2669666_1.jpg?shrink=130:130&_v=20240401145211,인텔 셀러론 G1840 (하스웰 리프레시),2170원,4.7,인텔 셀러론,2014년 06월,,인텔(소켓1150),듀얼 코어,2스레드,DDR3,내장그래픽:탑재,,,22nm,,2.8GHz,,512KB,2MB,64(32)비트,53W,,,16레인,,,,인텔 HD,"1,050MHz",,,,벌크,미포함,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(셀러론),DMI2.0 5 GT/s,,,,,,,,,,,
//img.danawa.com/prod_img/500000/974/824/img/13824974_1.jpg?shrink=130:130&_v=20210929090403,인텔 코어i7-11세대 11700K (로켓레이크S),346180원,4.7,인텔(제조사 웹사이트 바로가기),2021년 03월,,인텔(소켓1200),8코어,16스레드,DDR4,내장그래픽:탑재,,2021 1분기,14nm,,3.6GHz,5.0GHz,,16MB,64비트,125W,,PCIe4.0,20레인,,3200MHz,2,인텔 UHD 750,,○,,,벌크 + 쿨러,기본형 벌크쿨러,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,코어i7-11세대,,,,○,,,,,,○,,
//img.danawa.com/prod_img/500000/936/824/img/11824936_1.jpg?shrink=130:130&_v=20210121103435,인텔 코어i9-10세대 10900F (코멧레이크S),450000원,5.0,인텔(제조사 웹사이트 바로가기),2020년 06월,,인텔(소켓1200),10코어,20스레드,DDR4,내장그래픽:미탑재,,2020 2분기,14nm,,2.8GHz,5.2GHz,,20MB,64비트,65W,,PCIe3.0,16레인,128GB,2933MHz,2,,,○,,,벌크 + 쿨러,기본형 벌크쿨러,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,코어i9-10세대,DMI3.0 8 GT/s,,,,,,,,,○,,
//img.danawa.com/prod_img/500000/286/614/img/5614286_1.jpg?shrink=130:130&_v=20231204162006,인텔 코어i5-8세대 8600K (커피레이크),128350원,4.7,인텔 코어i5-8세대,2017년 11월,,인텔(소켓1151v2),6코어,6스레드,DDR4,내장그래픽:탑재,,2017 4분기,14nm,,3.60GHz,4.30GHz,,9MB,64비트,95W,,,16레인,64GB,2666MHz,2,인텔 UHD 630,"1,150MHz",,,,벌크 + 쿨러,기본형 벌크쿨러,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(코어i5-8세대),DMI3.0 8 GT/s,,,,,,,,,○,,
//img.danawa.com/prod_img/500000/514/112/img/6112514_1.jpg?shrink=130:130&_v=20181106114141,인텔 코어i5-4세대 4440 (하스웰),19490원,4.5,인텔 코어i5-4세대,2013년 09월,,인텔(소켓1150),4코어,4스레드,DDR3,내장그래픽:탑재,,,22nm,,3.1GHz,3.3GHz,1MB,6MB,64(32)비트,84W,,,16레인,,,,인텔 HD 4600,"최대 1,100MHz",,,,중고,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(코어i5-4세대),,,,,,,,,,,공인 대리점,
//img.danawa.com/prod_img/500000/125/376/img/1376125_1.jpg?shrink=130:130&_v=20240401145727,인텔 코어i3-2세대 2100 (샌디브릿지),16900원,4.5,인텔 코어i3-2세대,2011년 06월,,인텔(소켓1155),듀얼 코어,4스레드,DDR3,내장그래픽:탑재,,,32nm,,3.1GHz,,256KB x2,3MB,64(32)비트,65W,,,16레인,,,,인텔 HD 2000,"1,100MHz",○,,,벌크,미포함,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(코어i3-2세대),DMI2.0 5 GT/s,,,,,,,,,,,
//img.danawa.com/prod_img/500000/803/678/img/1678803_1.jpg?shrink=130:130&_v=20240401150136,인텔 코어i7-3세대 3770K (아이비브릿지),48300원,4.0,인텔 코어i7-3세대,2012년 04월,,인텔(소켓1155),4코어,8스레드,DDR3,내장그래픽:탑재,,,22nm,,3.5 GHz,3.9GHz,256KB x4,8MB,64(32)비트,77W,,,16레인,,,,인텔 HD 4000,"1,150MHz",○,,,벌크,미포함,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(코어i7-3세대),DMI2.0 5 GT/s,,,,,,,,,,공인 대리점,
//img.danawa.com/prod_img/500000/388/504/img/4504388_1.jpg?shrink=130:130&_v=20200708144043,인텔 코어i5-2세대 2400 (샌디브릿지),9200원,4.7,인텔 코어i5-2세대,2016년 09월,,인텔(소켓1155),4코어,4스레드,DDR3,내장그래픽:탑재,,,32nm,,3.1GHz,3.0 ~ 3.49GHz,256KB x4,6MB,64(32)비트,95W,,,16레인,,,,인텔 HD 2000,"1,100MHz",,,,중고,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,인텔(코어i5-2세대),DMI2.0 5 GT/s,,,,,,,,,,,
//img.danawa.com/prod_img/500000/665/824/img/13824665_1.jpg?shrink=130:130&_v=20210504164204,인텔 코어i7-11세대 11700 (로켓레이크S),488800원,4.9,인텔(제조사 웹사이트 바로가기),2021년 03월,,인텔(소켓1200),8코어,16스레드,DDR4,내장그래픽:탑재,,2021 1분기,14nm,,2.5GHz,4.9GHz,,16MB,64비트,65W,,PCIe4.0,20레인,,3200MHz,2,인텔 UHD 750,,○,,,벌크 + 쿨러,기본형 벌크쿨러,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,코어i7-11세대,,,,○,,,,,,○,,
