url,Name,Price,Rating,제조회사,등록년월,사용 장치,제품 분류,메모리 규격,메모리 용량,동작클럭(대역폭),램타이밍,동작전압,램개수,온다이ECC,,히트싱크,높이,적합성평가인증,안전확인인증,두께,LED 라이트,XMP3.0,EXPO,방열판 색상,LED색상,AURA SYNC,MYSTIC LIGHT,RGB FUSION,CORSAIR iCUE,POLYCHROME,XPG RGB,온도센서,클럭드라이버,XMP,RGB SYNC,ECC,REG,유통회사,RAZER CHROMA,TT RGB PLUS,T-FORCE BLITZ,G.SKILL Lighting
//img.danawa.com/prod_img/500000/480/341/img/30341480_1.jpg?shrink=130:130&_v=20240923131005,PATRIOT DDR5-6600 CL34 VIPER VENOM 패키지,146980원,N/A,PATRIOT(제조사 웹사이트 바로가기),2023년 12월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6600MHz (PC5-52800),CL34-40-40-84,1.40V,2개,○,,방열판,43mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7mm,,○,,블랙,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/277/103/img/54103277_1.jpg?shrink=130:130&_v=20240521130148,G.SKILL DDR5-5200 CL40 TRIDENT Z5 RGB J 패키지,154000원,N/A,G.SKILL(제조사 웹사이트 바로가기),2024년 05월,데스크탑용,DDR5,DIMM(UDIMM),32GB,5200MHz (PC5-41600),CL40-40-40-83,1.10V,2개,○,,방열판,44mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,○,,블랙,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/715/693/img/67693715_1.jpg?shrink=130:130&_v=20241010165900,TeamGroup T-Force DDR5-7200 CL34 XTREEM ARGB 패키지 서린,330000원,N/A,TeamGroup(제조사 웹사이트 바로가기),2024년 09월,데스크탑용,DDR5,DIMM(UDIMM),32GB,7200MHz (PC5-57600),CL34-42-42-84,1.40V,2개,○,,방열판,48.8mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,8.2mm,○,○,,블랙,RGB,○,○,○,,○,,,,,○,,,,,,,
//img.danawa.com/prod_img/500000/025/540/img/19540025_1.jpg?shrink=130:130&_v=20230328171413,GeIL DDR5-6400 CL38 POLARIS RGB Gray 패키지,161000원,N/A,GeIL(제조사 웹사이트 바로가기),2023년 03월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6400MHz (PC5-51200),CL38-40-40-82,1.35V,2개,○,,방열판,44mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,○,○,실버/그레이,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/335/547/img/20547335_1.jpg?shrink=130:130&_v=20230614180643,TeamGroup T-Force DDR5-6400 CL34 Vulcan Red 패키지,332000원,N/A,TeamGroup(제조사 웹사이트 바로가기),2023년 06월,데스크탑용,DDR5,DIMM(UDIMM),64GB,6400MHz (PC5-51200),CL34-44-44-84,1.35V,2개,○,,방열판,32.7mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7.5mm,,○,,레드,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/053/001/img/17001053_1.jpg?shrink=130:130&_v=20220509133416,G.SKILL DDR5-6600 CL34 TRIDENT Z5 RGB 실버 패키지,209000원,N/A,G.SKILL(제조사 웹사이트 바로가기),2022년 05월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6600MHz (PC5-52800),CL34-40-40-105,1.40V,2개,○,,방열판,44mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,○,,실버/그레이,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/422/630/img/15630422_1.jpg?shrink=130:130&_v=20221214160702,GeIL DDR5-5200 CL34 POLARIS RGB Gray 패키지,143000원,5.0,GeIL(제조사 웹사이트 바로가기),2021년 11월,데스크탑용,DDR5,DIMM(UDIMM),32GB,5200MHz (PC5-41600),CL34-38-38-78,1.25V,2개,○,,방열판,44mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,○,○,실버/그레이,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/134/144/img/63144134_1.jpg?shrink=130:130&_v=20240814171831,GeIL DDR5-5600 CL38 ORION V RGB White 패키지,142000원,5.0,GeIL(제조사 웹사이트 바로가기),2024년 08월,데스크탑용,DDR5,DIMM(UDIMM),32GB,5600MHz (PC5-44800),CL38-44-44-84,1.35V,2개,○,,방열판,38mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,○,○,화이트,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/791/176/img/19176791_1.jpg?shrink=130:130&_v=20230228163817,GeIL DDR5-7200 CL36 EVO V RGB White 패키지,270000원,5.0,GeIL(제조사 웹사이트 바로가기),2023년 02월,데스크탑용,DDR5,DIMM(UDIMM),32GB,7200MHz (PC5-57600),CL36-44-44-86,1.35V,2개,○,,방열판,54mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,○,,화이트,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/974/612/img/18612974_1.jpg?shrink=130:130&_v=20221228131827,TeamGroup T-Force DDR5-5600 CL32 Vulcan Red 패키지,164000원,N/A,TeamGroup(제조사 웹사이트 바로가기),2022년 12월,데스크탑용,DDR5,DIMM(UDIMM),32GB,5600MHz (PC5-44800),CL32-36-36-76,1.20V,2개,○,,방열판,32.7mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7.5mm,,○,○,레드,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/999/419/img/18419999_1.jpg?shrink=130:130&_v=20221205092939,GeIL DDR5-6400 CL38 EVO V RGB Gray 패키지,188500원,N/A,GeIL(제조사 웹사이트 바로가기),2022년 12월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6400MHz (PC5-51200),CL38-40-40-82,1.35V,2개,○,,방열판,54mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,○,,실버/그레이,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/734/601/img/14601734_1.jpg?shrink=130:130&_v=20210628163215,G.SKILL DDR4-3600 CL16 TRIDENT Z ROYAL ELITE 실버 패키지,127000원,5.0,G.SKILL(제조사 웹사이트 바로가기),2021년 06월,데스크탑용,DDR4,DIMM(UDIMM),16GB,3600MHz (PC4-28800),CL16-19-19-39,1.35V,2개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,,실버/그레이,RGB,○,○,○,,○,,,,○,,,,,,,,
//img.danawa.com/prod_img/500000/295/103/img/54103295_1.jpg?shrink=130:130&_v=20240521130204,G.SKILL DDR5-5200 CL40 TRIDENT Z5 RGB J 실버 패키지,154000원,N/A,G.SKILL(제조사 웹사이트 바로가기),2024년 05월,데스크탑용,DDR5,DIMM(UDIMM),32GB,5200MHz (PC5-41600),CL40-40-40-83,1.10V,2개,○,,방열판,44mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,○,,실버/그레이,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/129/452/img/18452129_1.jpg?shrink=130:130&_v=20221208125236,PATRIOT DDR3-1600 CL11 SIGNATURE,16970원,5.0,PATRIOT(제조사 웹사이트 바로가기),2022년 12월,데스크탑용,DDR3,DIMM(UDIMM),8GB,1600MHz (PC3-12800),CL11,1.50V,1개,,,미포함,29mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,3.6mm,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/014/420/img/18420014_1.jpg?shrink=130:130&_v=20221205093636,GeIL DDR5-6400 CL38 EVO V RGB White 패키지,188500원,5.0,GeIL(제조사 웹사이트 바로가기),2022년 12월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6400MHz (PC5-51200),CL38-40-40-82,1.35V,2개,○,,방열판,54mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,○,,화이트,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/453/971/img/5971453_1.jpg?shrink=130:130&_v=20200821133026,타무즈 노트북 DDR4-2400 CL17,24370원,4.6,타무즈,2018년 03월,노트북용,DDR4,SO-DIMM,8GB,2400MHz (PC4-19200),CL17,1.20V,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/920/630/img/15630920_1.jpg?shrink=130:130&_v=20240522153602,GeIL DDR5-5600 CL38 POLARIS RGB White 패키지,146800원,N/A,GeIL(제조사 웹사이트 바로가기),2021년 11월,데스크탑용,DDR5,DIMM(UDIMM),32GB,5600MHz (PC5-44800),CL38-44-44-84,1.35V,2개,○,,방열판,44mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,○,○,화이트,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/563/272/img/16272563_1.jpg?shrink=130:130&_v=20231213160503,G.SKILL DDR5-5200 CL36 RIPJAWS S5 J 화이트 패키지,278000원,N/A,G.SKILL(제조사 웹사이트 바로가기),2022년 01월,데스크탑용,DDR5,DIMM(UDIMM),32GB,5200MHz (PC5-41600),CL36-36-36-83,1.20V,2개,○,,방열판,33mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,○,,화이트,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/751/091/img/12091751_1.jpg?shrink=130:130&_v=20241031155316,ADATA DDR4-3200 CL22 코잇,90980원,N/A,ADATA(제조사 웹사이트 바로가기),2020년 08월,데스크탑용,DDR4,DIMM(UDIMM),32GB,3200MHz (PC4-25600),CL22-22-22,1.20V,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/583/586/img/12586583_1.jpg?shrink=130:130&_v=20201113105043,GeIL DDR4-3600 CL18 ORION Gray 패키지,56600원,4.8,GeIL(제조사 웹사이트 바로가기),2020년 10월,데스크탑용,DDR4,DIMM(UDIMM),16GB,3600MHz (PC4-28800),CL18-22-22-42,1.35V,2개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,실버/그레이,,,,,,,,,,○,,,,,,,,
//img.danawa.com/prod_img/500000/936/553/img/19553936_1.jpg?shrink=130:130&_v=20230329155434,TeamGroup T-Force DDR5-6000 CL38 Vulcan Red 패키지,300000원,5.0,TeamGroup(제조사 웹사이트 바로가기),2023년 03월,데스크탑용,DDR5,DIMM(UDIMM),64GB,6000MHz (PC5-48000),CL38,1.30V,2개,○,,방열판,32.7mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7.5mm,,○,,레드,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/046/037/img/81037046_1.jpg?shrink=130:130&_v=20250415155239,ADATA DDR5-6000 CL34 LANCER BLADE 화이트 패키지 서린,145000원,N/A,ADATA(제조사 웹사이트 바로가기),2025년 04월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6000MHz (PC5-48000),CL34-38-38,1.35V,2개,○,,방열판,33.8mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7.8mm,,○,○,화이트,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/484/586/img/12586484_1.jpg?shrink=130:130&_v=20201109145156,GeIL DDR4-3200 CL16-20-20 ORION Gray 패키지,136400원,5.0,GeIL(제조사 웹사이트 바로가기),2020년 10월,데스크탑용,DDR4,DIMM(UDIMM),16GB,3200MHz (PC4-25600),CL16-20-20-40,1.35V,2개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,실버/그레이,,,,,,,,,,○,,,,,,,,
//img.danawa.com/prod_img/500000/170/589/img/4589170_1.jpg?shrink=130:130&_v=20200821132145,G.SKILL DDR4-3200 CL16 TRIDENT ZSK 패키지,95000원,5.0,G.SKILL,2016년 10월,데스크탑용,DDR4,DIMM(UDIMM),16GB,3200MHz (PC4-25600),CL16-18-18-38,1.35V,2개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,실버/그레이,,,,,,,,,,○,,,,서린씨앤아이,,,,
//img.danawa.com/prod_img/500000/356/547/img/20547356_1.jpg?shrink=130:130&_v=20230614181114,TeamGroup T-Force DDR5-6400 CL40 Vulcan Red 패키지,160000원,4.0,TeamGroup(제조사 웹사이트 바로가기),2023년 06월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6400MHz (PC5-51200),CL40-40-40-84,1.35V,2개,○,,방열판,32.7mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7.5mm,,○,,레드,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/416/601/img/14601416_1.jpg?shrink=130:130&_v=20210628162222,G.SKILL DDR4-3600 CL16 TRIDENT Z ROYAL ELITE 골드 패키지,180010원,5.0,G.SKILL(제조사 웹사이트 바로가기),2021년 06월,데스크탑용,DDR4,DIMM(UDIMM),32GB,3600MHz (PC4-28800),CL16-19-19-39,1.35V,2개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,,골드,RGB,○,○,○,,○,,,,○,,,,,,,,
//img.danawa.com/prod_img/500000/827/176/img/19176827_1.jpg?shrink=130:130&_v=20230329180114,GeIL DDR5-8000 CL38 EVO V RGB Gray 패키지,500000원,N/A,GeIL(제조사 웹사이트 바로가기),2023년 02월,데스크탑용,DDR5,DIMM(UDIMM),32GB,8000MHz (PC5-64000),CL38-48-48-100,1.45V,2개,○,,방열판,54mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,○,,실버/그레이,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/126/373/img/34373126_1.jpg?shrink=130:130&_v=20240201141416,GeIL 노트북 DDR3-1600 CL11 1.35V,17200원,5.0,GeIL(제조사 웹사이트 바로가기),2024년 02월,노트북용,DDR3,SO-DIMM,8GB,1600MHz (PC3-12800),CL11-11-11-28,1.35V,1개,,,미포함,30mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/347/547/img/20547347_1.jpg?shrink=130:130&_v=20230614180927,TeamGroup T-Force DDR5-6400 CL40 Vulcan Black 패키지,160000원,N/A,TeamGroup(제조사 웹사이트 바로가기),2023년 06월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6400MHz (PC5-51200),CL40-40-40-84,1.35V,2개,○,,방열판,32.7mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7.5mm,,○,,블랙,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/087/339/img/20339087_1.jpg?shrink=130:130&_v=20230526174940,G.SKILL DDR5-5600 CL40 TRIDENT Z5 RGB J 패키지,180000원,N/A,G.SKILL(제조사 웹사이트 바로가기),2023년 05월,데스크탑용,DDR5,DIMM(UDIMM),48GB,5600MHz (PC5-44800),CL40-40-40-89,1.25V,2개,○,,방열판,44mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,○,,블랙,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/921/781/img/6781921_1.jpg?shrink=130:130&_v=20200821130826,GeIL DDR4-4133 CL19 SUPER LUCE RGB Sync 화이트 패키지,157910원,5.0,GeIL(제조사 웹사이트 바로가기),2018년 12월,데스크탑용,DDR4,DIMM(UDIMM),16GB,4133MHz (PC4-33000),CL19-19-19-39,1.40V,2개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,,화이트,RGB,○,○,○,,○,,,,○,,,,서린씨앤아이,,,,
//img.danawa.com/prod_img/500000/333/419/img/10419333_1.jpg?shrink=130:130&_v=20210621150243,TeamGroup T-Force DDR4-3600 CL18 XTREEM ARGB 패키지 서린,130000원,N/A,TeamGroup(제조사 웹사이트 바로가기),2020년 01월,데스크탑용,DDR4,DIMM(UDIMM),16GB,3600MHz (PC4-28800),CL18-22-22-42,1.35V,2개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,,블루,RGB,○,○,○,,○,,,,,,,,,,,○,
//img.danawa.com/prod_img/500000/324/947/img/12947324_1.jpg?shrink=130:130&_v=20220613165446,G.SKILL DDR4-3600 CL14 TRIDENT Z ROYAL 골드 패키지,1113000원,N/A,G.SKILL(제조사 웹사이트 바로가기),2020년 12월,데스크탑용,DDR4,DIMM(UDIMM),64GB,3600MHz (PC4-28800),CL14-15-15-35,1.45V,4개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,,골드,RGB,○,○,○,,○,,,,○,,,,,,,,
//img.danawa.com/prod_img/500000/324/419/img/10419324_1.jpg?shrink=130:130&_v=20210413125945,TeamGroup T-Force DDR4-3200 CL16 XTREEM ARGB 패키지 서린,191990원,5.0,TeamGroup(제조사 웹사이트 바로가기),2020년 01월,데스크탑용,DDR4,DIMM(UDIMM),16GB,3200MHz (PC4-25600),CL16-18-18-38,1.35V,2개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,,블루,RGB,○,○,○,,○,,,,,,,,,,,○,
//img.danawa.com/prod_img/500000/953/907/img/68907953_1.jpg?shrink=130:130&_v=20241021173045,ADATA DDR5-6000 CL30 CASTER RGB 패키지 서린,163920원,N/A,ADATA(제조사 웹사이트 바로가기),2024년 10월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6000MHz (PC5-48000),CL30-40-40,1.35V,2개,○,,방열판,43mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,8.4mm,○,○,○,블랙,RGB,○,○,○,,○,○,,,,,,,,,,,
//img.danawa.com/prod_img/500000/699/277/img/11277699_1.jpg?shrink=130:130&_v=20200821131934,GeIL DDR4-3200 CL22 EVO X II AMD Gray RGB,48700원,4.7,GeIL(제조사 웹사이트 바로가기),2020년 05월,데스크탑용,DDR4,DIMM(UDIMM),16GB,3200MHz (PC4-25600),CL22-22-22-52,1.20V,1개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,,블랙,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/535/271/img/63271535_1.jpg?shrink=130:130&_v=20240816152558,G.SKILL DDR5-7200 CL34 TRIDENT Z5 ROYAL 골드 패키지,289000원,N/A,G.SKILL(제조사 웹사이트 바로가기),2024년 08월,데스크탑용,DDR5,DIMM(UDIMM),32GB,7200MHz (PC5-57600),CL34-45-45-115,1.40V,2개,○,,방열판,44mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,○,,골드,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/339/419/img/10419339_1.jpg?shrink=130:130&_v=20210621150725,TeamGroup T-Force DDR4-4000 CL18 XTREEM ARGB 패키지 서린,146990원,4.5,TeamGroup(제조사 웹사이트 바로가기),2020년 01월,데스크탑용,DDR4,DIMM(UDIMM),16GB,4000MHz (PC4-32000),CL18-22-22-42,1.35V,2개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,,블루,RGB,○,○,○,,○,,,,,,,,,,,○,
//img.danawa.com/prod_img/500000/917/612/img/18612917_1.jpg?shrink=130:130&_v=20221228131815,TeamGroup T-Force DDR5-5600 CL32 Vulcan Black 패키지,152900원,5.0,TeamGroup(제조사 웹사이트 바로가기),2022년 12월,데스크탑용,DDR5,DIMM(UDIMM),32GB,5600MHz (PC5-44800),CL32-36-36-76,1.20V,2개,○,,방열판,32.7mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7.5mm,,○,○,블랙,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/962/595/img/9595962_1.jpg?shrink=130:130&_v=20200821131608,G.SKILL DDR4-3600 CL16 TRIDENT Z ROYAL C 골드 패키지,577200원,N/A,G.SKILL(제조사 웹사이트 바로가기),2019년 09월,데스크탑용,DDR4,DIMM(UDIMM),16GB,3600MHz (PC4-28800),CL16-19-19-39,1.35V,2개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,,골드,RGB,○,○,○,,○,,,,○,,,,,,,,
//img.danawa.com/prod_img/500000/917/036/img/81036917_1.jpg?shrink=130:130&_v=20250415154502,ADATA DDR5-6000 CL34 LANCER BLADE RGB 블랙 패키지 서린,154000원,N/A,ADATA(제조사 웹사이트 바로가기),2025년 04월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6000MHz (PC5-48000),CL34-38-38,1.35V,2개,○,,방열판,40mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7.86mm,○,○,○,블랙,RGB,○,○,○,,○,○,,,,,,,,,,,
//img.danawa.com/prod_img/500000/013/037/img/81037013_1.jpg?shrink=130:130&_v=20250415155040,ADATA DDR5-6000 CL34 LANCER BLADE 블랙 패키지 서린,145000원,N/A,ADATA(제조사 웹사이트 바로가기),2025년 04월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6000MHz (PC5-48000),CL34-38-38,1.35V,2개,○,,방열판,33.8mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7.8mm,,○,○,블랙,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/186/758/img/21758186_1.jpg?shrink=130:130&_v=20240102151331,ANACOMDA DDR5-6000 CL40 ET RGB Black 패키지,156790원,N/A,ANACOMDA(제조사 웹사이트 바로가기),2023년 07월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6000MHz (PC5-48000),CL40-40-40-76,1.25~1.45V,2개,,,방열판,41mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,6.5mm,○,○,○,블랙,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/883/453/img/19453883_1.jpg?shrink=130:130&_v=20240703144124,CORSAIR DDR5-5200 CL38 VENGEANCE BLACK 패키지,1350000원,5.0,CORSAIR(제조사 웹사이트 바로가기),2023년 03월,데스크탑용,DDR5,DIMM(UDIMM),192GB,5200MHz (PC5-41600),CL38-38-38-84,1.25V,4개,○,,방열판,56mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,8mm,,○,,블랙,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/980/036/img/81036980_1.jpg?shrink=130:130&_v=20250415154757,ADATA DDR5-6000 CL34 LANCER BLADE RGB 화이트 패키지 서린,154000원,N/A,ADATA(제조사 웹사이트 바로가기),2025년 04월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6000MHz (PC5-48000),CL34-38-38,1.35V,2개,○,,방열판,40mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7.86mm,○,○,○,화이트,RGB,○,○,○,,○,○,,,,,,,,,,,
//img.danawa.com/prod_img/500000/056/461/img/13461056_1.jpg?shrink=130:130&_v=20210413130309,TeamGroup T-Force DDR4-4000 CL18 XTREEM ARGB 화이트 패키지 서린,147000원,5.0,TeamGroup(제조사 웹사이트 바로가기),2021년 02월,데스크탑용,DDR4,DIMM(UDIMM),16GB,4000MHz (PC4-32000),CL18-22-22-42,1.35V,2개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,,화이트,RGB,○,○,○,,○,,,,○,,,,,,,,
//img.danawa.com/prod_img/500000/817/029/img/7029817_1.jpg?shrink=130:130&_v=20200821131608,G.SKILL DDR4-3600 CL18 TRIDENT Z ROYAL 골드 패키지,96210원,4.0,G.SKILL(제조사 웹사이트 바로가기),2019년 01월,데스크탑용,DDR4,DIMM(UDIMM),16GB,3600MHz (PC4-28800),CL18-22-22-42,1.35V,2개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,,골드,RGB,○,○,○,,,,,,○,,,,서린씨앤아이,,,,
//img.danawa.com/prod_img/500000/801/419/img/18419801_1.jpg?shrink=130:130&_v=20221205090434,PATRIOT 노트북 DDR3-1600 CL11,17000원,5.0,PATRIOT(제조사 웹사이트 바로가기),2022년 12월,노트북용,DDR3,SO-DIMM,4GB,1600MHz (PC3-12800),CL11,1.35V,1개,,,미포함,30mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,3mm,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/372/341/img/30341372_1.jpg?shrink=130:130&_v=20240611173413,PATRIOT DDR5-6000 CL36 VIPER VENOM 패키지,129570원,5.0,PATRIOT(제조사 웹사이트 바로가기),2023년 12월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6000MHz (PC5-48000),CL36-36-36-76,1.35V,2개,○,,방열판,43mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7mm,,○,○,블랙,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/241/709/img/12709241_1.jpg?shrink=130:130&_v=20201118104216,OCPC DDR4-3600 CL16 X3TREME BLACK LABEL 패키지,76250원,N/A,OCPC(제조사 웹사이트 바로가기),2020년 11월,데스크탑용,DDR4,DIMM(UDIMM),16GB,3600MHz (PC4-28800),CL16-16-16-36,1.35V,2개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,,블랙,RGB,○,○,○,,○,,,,○,,,,,,,,
//img.danawa.com/prod_img/500000/605/259/img/6259605_1.jpg?shrink=130:130&_v=20200821132850,CORSAIR DDR4-2666 CL16 VENGEANCE PRO RGB WHITE 패키지,209990원,N/A,CORSAIR,2018년 06월,데스크탑용,DDR4,DIMM(UDIMM),64GB,2666MHz (PC4-21300),CL16-18-18-35,1.20V,8개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,,화이트,RGB,○,○,○,○,,,,,○,,,,,,,,
