url,Name,Price,Rating,제조회사,등록년월,제품 분류,디스크 크기,디스크 용량,인터페이스,회전수,버퍼 용량,전송 속도,기록방식,디스크 수,두께,작업부하량,소음(유휴/탐색),2년,,적합성평가인증,안전확인인증,헬륨충전,RV센서,사용보증,5년,데이터 복구 3년,S.M.A.R.T 지원,3년,SED,DSA,저전력,1년,ISE,데이터 복구 2년
//img.danawa.com/prod_img/500000/707/721/img/7721707_1.jpg?shrink=130:130&_v=20240119140651,도시바 MQ04 5400/128M/노트북용,81330원,4.7,도시바,2019년 04월,HDD (노트북용),6.4cm(2.5인치),1TB,SATA3 (6Gb/s),"5,400RPM",메모리 128MB,,SMR(PMR),,,,19/21dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/346/137/img/7137346_1.jpg?shrink=130:130&_v=20200528134420,Sebap Amigos 7200/64M/리퍼비시,38000원,4.5,Sebap,2019년 01월,HDD (리퍼비시),8.9cm(3.5인치),1TB,SATA3 (6Gb/s),"7,200RPM",메모리 64MB,140MB/s,확인요망(PMR),,26.1mm,,,,,R-R-BdC-SM1100RS인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/674/711/img/78711674_1.jpg?shrink=130:130&_v=20250327105947,Western Digital Ultrastar DC HC555 박스 패키지 7200/512M WUH722016CLE6L4,2280000원,N/A,Western Digital(제조사 웹사이트 바로가기),2025년 03월,HDD (기업용),8.9cm(3.5인치),16TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,269MB/s,CMR(PMR),,26.1mm,550 TB/Y,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,,,,○,,,,,,
//img.danawa.com/prod_img/500000/293/560/img/73560293_1.jpg?shrink=130:130&_v=20241230091639,Western Digital Ultrastar DC HA340 7200/256M,349000원,N/A,Western Digital(제조사 웹사이트 바로가기),2024년 12월,HDD (기업용),8.9cm(3.5인치),8TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,267MB/s,CMR(PMR),,26.1mm,550 TB/Y,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,200만시간,○,,,,○,,,,,
//img.danawa.com/prod_img/500000/916/657/img/13657916_1.jpg?shrink=130:130&_v=20250402171256,Western Digital WD MOBILE Blue 5400/128M/노트북용/해외구매,108480원,4.3,Western Digital WD,2018년 02월,HDD (노트북용),6.4cm(2.5인치),2TB,SATA3 (6Gb/s),"5,400RPM",메모리 128MB,149MB/s,SMR(PMR),,7mm,,23/24dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/526/286/img/42286526_1.jpg?shrink=130:130&_v=20250331161413,Western Digital WD Blue 5640/256M/해외구매,203470원,4.0,Western Digital WD,2024년 03월,HDD (PC용),8.9cm(3.5인치),8TB,SATA3(6Gb/s),"5,640RPM",메모리 256MB,215MB/s,CMR(PMR),,26.1mm,,24/28dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/329/096/img/78096329_1.jpg?shrink=130:130&_v=20250317100318,Western Digital WD RED Pro 7200/512M/해외구매,820980원,N/A,Western Digital WD,2025년 03월,HDD (NAS용),8.9cm(3.5인치),26TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,287MB/s,CMR(PMR),,26.1mm,550 TB/Y,25/32dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,,,○,,,,,,,
//img.danawa.com/prod_img/500000/112/059/img/17059112_1.jpg?shrink=130:130&_v=20240805110239,Western Digital WD Purple 5640/128M,322000원,4.0,Western Digital WD,2022년 05월,HDD (CCTV용),8.9cm(3.5인치),8TB,SATA3 (6Gb/s),"5,640RPM",메모리 128MB,194MB/s,CMR(PMR),,26.1mm,180 TB/Y,25/30dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,100만시간,,,,○,,,,,,
//img.danawa.com/prod_img/500000/825/366/img/68366825_1.jpg?shrink=130:130&_v=20241007184111,도시바 N300 7200/256M/해외구매,239660원,4.8,도시바(제조사 웹사이트 바로가기),2024년 10월,HDD (NAS용),8.9cm(3.5인치),8TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,260MB/s,CMR(PMR),,26.1mm,180 TB/Y,31dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,100만시간,,,,,,,,,,
//img.danawa.com/prod_img/500000/384/940/img/13940384_1.jpg?shrink=130:130&_v=20210419174501,Seagate Exos X18 7200/256M/해외구매,474090원,5.0,Seagate(제조사 웹사이트 바로가기),2020년 11월,HDD (기업용),8.9cm(3.5인치),18TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,270MB/s,CMR(PMR),,26.1mm,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,,250만시간,,,,,,,,,,
//img.danawa.com/prod_img/500000/340/205/img/42205340_1.jpg?shrink=130:130&_v=20250203140644,도시바 MG10ACA Enterprise 7200/512M,754000원,N/A,도시바(제조사 웹사이트 바로가기),2024년 03월,HDD (기업용),8.9cm(3.5인치),20TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,268MB/s,CMR(PMR),,,550 TB/Y,,,,R-R-T48-MG10ACA20TE인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,○,,,,,,,,,
//img.danawa.com/prod_img/500000/531/441/img/20441531_1.jpg?shrink=130:130&_v=20240828185122,Synology Plus Series 7200/256M,509000원,5.0,Synology(제조사 웹사이트 바로가기),2023년 06월,HDD (NAS용),8.9cm(3.5인치),12TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,240MB/s,CMR(PMR),,26.1mm,180 TB/Y,28/30dB,,,R-R-Syn-HAT3300-12T인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,100만시간,,,,○,,,,,,
//img.danawa.com/prod_img/500000/751/669/img/6669751_1.jpg?shrink=130:130&_v=20200529165111,Sebap Brillante 5400/128M/노트북용/리퍼비시,50370원,4.5,Sebap,2018년 11월,HDD (리퍼비시),6.4cm(2.5인치),1TB,SATA3 (6Gb/s),"5,400RPM",메모리 128MB,140MB/s,확인요망(PMR),,7mm,,,,,KCC-REM-BdC-SM010RS인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/597/845/img/78845597_1.jpg?shrink=130:130&_v=20250328131229,도시바 MG08ADA Enterprise 7200/256M,359000원,N/A,도시바,2025년 03월,HDD (기업용),8.9cm(3.5인치),8TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,,CMR(PMR),,26.1mm,550 TB/Y,,,,R-R-T48-MG08ADA400N인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,140만시간,○,,,,○,○,○,,,
//img.danawa.com/prod_img/500000/939/301/img/3301939_1.jpg?shrink=130:130&_v=20220211130739,도시바 MQ01ABF 5400/8M/노트북용/해외구매,52450원,N/A,도시바,2015년 07월,HDD (노트북용),6.4cm(2.5인치),500GB,SATA3(6Gb/s),"5,400RPM",메모리 8MB,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/327/438/img/68438327_1.jpg?shrink=130:130&_v=20241008111756,Seagate Exos 7E10 7200/256M/해외구매,244800원,N/A,Seagate(제조사 웹사이트 바로가기),2024년 10월,HDD (기업용),8.9cm(3.5인치),10TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,263MB/s,CMR(PMR),,26.1mm,550 TB/Y,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,200만시간,,,,,○,,,,○,
//img.danawa.com/prod_img/500000/546/286/img/3286546_1.jpg?shrink=130:130&_v=20250407171354,Seagate Video SATA/5900/64M/해외구매,98660원,N/A,Seagate,2015년 07월,HDD (PC용),8.9cm(3.5인치),4TB,SATA3 (6Gb/s),"5,900RPM",메모리 64MB,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/006/857/img/75857006_1.jpg?shrink=130:130&_v=20250210161224,도시바 S300 PRO 7200/512M,512000원,N/A,도시바(제조사 웹사이트 바로가기),2025년 02월,HDD (CCTV용),8.9cm(3.5인치),10TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,281MB/s,CMR(PMR),,26.1mm,300 TB/Y,34dB,,,R-R-T48-MG10ADA10TE인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,120만시간,,,,○,,,,,,
//img.danawa.com/prod_img/500000/616/948/img/73948616_1.jpg?shrink=130:130&_v=20250204163608,Western Digital Ultrastar DC HC555 7200/512M,639000원,N/A,Western Digital(제조사 웹사이트 바로가기),2025년 01월,HDD (기업용),8.9cm(3.5인치),18TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,269MB/s,CMR(PMR),,26.1mm,550 TB/Y,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,○,,,,,,,,,
//img.danawa.com/prod_img/500000/744/559/img/73559744_1.jpg?shrink=130:130&_v=20241230091328,Western Digital Ultrastar DC HA340 7200/512M,468000원,N/A,Western Digital(제조사 웹사이트 바로가기),2024년 12월,HDD (기업용),8.9cm(3.5인치),12TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,267MB/s,CMR(PMR),,26.1mm,550 TB/Y,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,200만시간,○,,,,○,,,,,
//img.danawa.com/prod_img/500000/909/530/img/78530909_1.jpg?shrink=130:130&_v=20250407170642,Western Digital Ultrastar DC HA340 박스 패키지 7200/256M WUS721204BLE6L4,1576000원,N/A,Western Digital(제조사 웹사이트 바로가기),2024년 12월,HDD (기업용),8.9cm(3.5인치),4TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,267MB/s,CMR(PMR),,26.1mm,550 TB/Y,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,200만시간,,,○,○,○,,,,○,
//img.danawa.com/prod_img/500000/651/101/img/78101651_1.jpg?shrink=130:130&_v=20250317160827,Western Digital Ultrastar DC HC590 박스 패키지 7200/512M WUH722626ALE6L4,4279990원,N/A,Western Digital(제조사 웹사이트 바로가기),2025년 03월,HDD (기업용),8.9cm(3.5인치),26TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,302MB/s,CMR(PMR),,,550 TB/Y,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,,,○,○,,,,,,
//img.danawa.com/prod_img/500000/910/016/img/15016910_1.jpg?shrink=130:130&_v=20220421101432,Western Digital WD RED Plus 7200/512M,555000원,4.7,Western Digital(제조사 웹사이트 바로가기),2021년 08월,HDD (NAS용),8.9cm(3.5인치),14TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,210MB/s,CMR(PMR),,26.1mm,180 TB/Y,20/29dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,100만시간,,,○,○,,,,,,
//img.danawa.com/prod_img/500000/426/852/img/14852426_1.jpg?shrink=130:130&_v=20210727170502,Western Digital WD BLACK 7200/256M/해외구매,550490원,N/A,Western Digital WD,2020년 12월,HDD (PC용),8.9cm(3.5인치),10TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,263MB/s,CMR(PMR),,26.1mm,,34/38dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/870/451/img/6451870_1.jpg?shrink=130:130&_v=20250108151052,Seagate BarraCuda 5400/128M/노트북용/해외구매,370690원,5.0,Seagate,2018년 09월,HDD (노트북용),6.4cm(2.5인치),5TB,SATA3 (6Gb/s),"5,400RPM",메모리 128MB,140MB/s,,,15mm,,26/27dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/532/149/img/80149532_1.jpg?shrink=130:130&_v=20250414084517,Western Digital Ultrastar DC HA340 박스 패키지 7200/256M WUS721208BLE6L4,1280000원,N/A,Western Digital(제조사 웹사이트 바로가기),2025년 04월,HDD (기업용),8.9cm(3.5인치),8TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,267MB/s,CMR(PMR),,26.1mm,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,200만시간,,,○,○,○,,,,○,
//img.danawa.com/prod_img/500000/949/593/img/17593949_1.jpg?shrink=130:130&_v=20230817183153,Western Digital Ultrastar DC HC320 7200/256M/리퍼비시,210000원,5.0,Western Digital,2022년 08월,HDD (리퍼비시),8.9cm(3.5인치),8TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,255MB/s,CMR(PMR),플래터 5장,26.1mm,,29/36dB,,,R-REM-WDT-US7SAN8T0인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,,,,,,○,,,,
//img.danawa.com/prod_img/500000/316/772/img/18772316_1.jpg?shrink=130:130&_v=20230116190820,Seagate BarraCuda 7200/64M/병행수입,90920원,4.6,Seagate,2023년 01월,HDD (PC용),8.9cm(3.5인치),2TB,SATA3(6Gb/s),"7,200RPM",메모리 64MB,,SMR(PMR),,26.1mm,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/020/442/img/9442020_1.jpg?shrink=130:130&_v=20240724133613,Seagate SkyHawk 5400/256M/해외구매,249790원,N/A,Seagate,2019년 09월,HDD (CCTV용),8.9cm(3.5인치),6TB,SATA3 (6Gb/s),"5,400RPM",메모리 256MB,185MB/s,CMR(PMR),플래터 4장,26.1mm,,25/26dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,,,,,,,,,,
//img.danawa.com/prod_img/500000/995/556/img/17556995_1.jpg?shrink=130:130&_v=20250124133852,Western Digital WD Purple Pro 7200/512M,799000원,N/A,Western Digital(제조사 웹사이트 바로가기),2022년 07월,HDD (CCTV용),8.9cm(3.5인치),18TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,272MB/s,CMR(PMR),,26.1mm,550 TB/Y,20/27dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,○,,,,,,,,,
//img.danawa.com/prod_img/500000/146/138/img/15138146_1.jpg?shrink=130:130&_v=20210831173548,Western Digital WD RED Plus 7200/256M/해외구매,453430원,N/A,Western Digital(제조사 웹사이트 바로가기),2021년 08월,HDD (NAS용),8.9cm(3.5인치),12TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,196MB/s,CMR(PMR),,26.1mm,180 TB/Y,20/29dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,100만시간,,,○,,,,,,,
//img.danawa.com/prod_img/500000/160/858/img/79858160_1.jpg?shrink=130:130&_v=20250414083533,Western Digital Ultrastar DC HA340 박스 패키지 7200/256M WUS721206BLE6L4,1040000원,N/A,Western Digital(제조사 웹사이트 바로가기),2025년 04월,HDD (기업용),8.9cm(3.5인치),6TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,267MB/s,CMR(PMR),,26.1mm,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,200만시간,,,○,○,○,,,,○,
//img.danawa.com/prod_img/500000/622/532/img/18532622_1.jpg?shrink=130:130&_v=20250204163609,Western Digital Ultrastar DC HC560 SAS/7200/512M,759000원,5.0,Western Digital(제조사 웹사이트 바로가기),2022년 12월,HDD (기업용),8.9cm(3.5인치),20TB,SA-SCSI (12Gb/s),"7,200RPM",메모리 512MB,291MB/s,CMR(PMR),플래터 9장,26.1mm,550 TB/Y,,,,R-R-WDT-US7SSS200인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,○,,○,,,○,,,,
//img.danawa.com/prod_img/500000/001/809/img/9809001_1.jpg?shrink=130:130&_v=20250319182723,Seagate Exos 7E2 7200/128M/해외구매,84440원,N/A,Seagate,2019년 10월,HDD (기업용),8.9cm(3.5인치),2TB,SATA3 (6Gb/s),"7,200RPM",메모리 128MB,194MB/s,,,26.1mm,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,200만시간,,,,,,,,,,
//img.danawa.com/prod_img/500000/416/834/img/12834416_1.jpg?shrink=130:130&_v=20211118160229,Western Digital WD MOBILE BLACK 7200/64M/노트북용,95900원,N/A,Western Digital(제조사 웹사이트 바로가기),2020년 12월,HDD (노트북용),6.4cm(2.5인치),500GB,SATA3 (6Gb/s),"7,200RPM",메모리 64MB,,SMR(PMR),,7mm,,24/25dB,,,R-R-WDT-0066인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,○,,,,,,,,,
//img.danawa.com/prod_img/500000/209/212/img/13212209_1.jpg?shrink=130:130&_v=20210122162103,Western Digital Ultrastar DC HC320 7200/256M/해외구매,289000원,4.5,Western Digital,2021년 01월,HDD (기업용),8.9cm(3.5인치),8TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,255MB/s,CMR(PMR),플래터 5장,26.1mm,,29/36dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,200만시간,,,,,,○,,,,
//img.danawa.com/prod_img/500000/211/792/img/76792211_1.jpg?shrink=130:130&_v=20250224144327,Western Digital Ultrastar DC HC560 패키지 7200/512M WUH722020BLE6L4,5912000원,N/A,Western Digital(제조사 웹사이트 바로가기),2025년 02월,HDD (기업용),8.9cm(3.5인치),20TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,,CMR(PMR),플래터 9장,26.1mm,550 TB/Y,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,○,,○,,,○,,,,
//img.danawa.com/prod_img/500000/923/928/img/59928923_1.jpg?shrink=130:130&_v=20240710142329,Western Digital WD RED Plus 5640/256M/해외구매,259240원,4.7,Western Digital(제조사 웹사이트 바로가기),2024년 07월,HDD (NAS용),8.9cm(3.5인치),8TB,SATA3 (6Gb/s),"5,640RPM",메모리 256MB,215MB/s,CMR(PMR),,26.1mm,180 TB/Y,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/049/725/img/14725049_1.jpg?shrink=130:130&_v=20210831133333,Seagate SkyHawk 7200/256M/해외구매,300450원,N/A,Seagate,2018년 09월,HDD (CCTV용),8.9cm(3.5인치),14TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,210MB/s,CMR(PMR),플래터 8장,26.11mm,480 TB/Y,18/26dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,100만시간,,,,,,,,,,
//img.danawa.com/prod_img/500000/002/999/img/78999002_1.jpg?shrink=130:130&_v=20250402132803,Seagate BarraCuda 7200/512M/해외구매,724040원,N/A,Seagate(제조사 웹사이트 바로가기),2025년 04월,HDD (PC용),8.9cm(3.5인치),24TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,190MB/s,CMR(PMR),,26.1mm,120 TB/Y,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/745/314/img/3314745_1.jpg?shrink=130:130&_v=20210126165421,Western Digital WD MOBILE BLACK 7200/32M/노트북용/해외구매,54700원,4.0,Western Digital WD,2015년 07월,HDD (노트북용),6.4cm(2.5인치),500GB,SATA3(6Gb/s),"7,200RPM",메모리 32MB,,CMR(PMR),,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/260/989/img/2989260_1.jpg?shrink=130:130&_v=20200529090454,Seagate Savvio 10K.6 SAS/10K/64M/해외구매,658610원,N/A,Seagate,2014년 04월,HDD (기업용),6.4cm(2.5인치),1.2TB,SA-SCSI,"10,000RPM",메모리 64MB,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,○,,,,,
//img.danawa.com/prod_img/500000/461/404/img/76404461_1.jpg?shrink=130:130&_v=20250218160929,도시바 L200 5400/128M/해외구매,117000원,N/A,도시바(제조사 웹사이트 바로가기),2025년 02월,HDD (노트북용),6.4cm(2.5인치),2TB,SATA3 (6Gb/s),"5,400RPM",메모리 128MB,,,,9.5mm,,23dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,60만시간,,,,,,,,,,
//img.danawa.com/prod_img/500000/646/592/img/72592646_1.jpg?shrink=130:130&_v=20241209170107,도시바 X300 Refresh 7200/512M/해외구매,611760원,5.0,도시바(제조사 웹사이트 바로가기),2024년 12월,HDD (PC용),8.9cm(3.5인치),14TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,,CMR(PMR),,26.1mm,55 TB/Y,34/35dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,60만시간,,,,,,,,,,
//img.danawa.com/prod_img/500000/838/593/img/17593838_1.jpg?shrink=130:130&_v=20240731155138,Western Digital WD Blue 5400/256M/리퍼비시,68000원,N/A,Western Digital WD,2022년 08월,HDD (리퍼비시),8.9cm(3.5인치),2TB,SATA3(6Gb/s),"5,400RPM",메모리 256MB,170MB/s,SMR(PMR),,26.1mm,,21/26dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/084/417/img/9417084_1.jpg?shrink=130:130&_v=20200528134405,Sebap Amigos 5400/256M/리퍼비시,340000원,N/A,Sebap,2019년 09월,HDD (리퍼비시),8.9cm(3.5인치),10TB,SATA3 (6Gb/s),"5,400RPM",메모리 256MB,185MB/s,확인요망(PMR),,,,,,,R-R-BdC-SB1000RS인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/734/733/img/14733734_1.jpg?shrink=130:130&_v=20240731155138,Western Digital WD Blue 7200/256M 해외구매,97130원,5.0,Western Digital WD,2021년 03월,HDD (PC용),8.9cm(3.5인치),2TB,SATA3(6Gb/s),"7,200RPM",메모리 256MB,215MB/s,SMR(PMR),,26.1mm,,25/27dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/866/072/img/75072866_1.jpg?shrink=130:130&_v=20250124133737,Western Digital WD Purple Pro 7200/512M/해외구매,1087900원,N/A,Western Digital(제조사 웹사이트 바로가기),2025년 01월,HDD (CCTV용),8.9cm(3.5인치),24TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,287MB/s,CMR(PMR),,26.1mm,550 TB/Y,20/32dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,,,,,,,,,,
//img.danawa.com/prod_img/500000/632/993/img/75993632_1.jpg?shrink=130:130&_v=20250212181644,Synology Enterprise SAS/7200/256M/해외구매,339990원,N/A,Synology(제조사 웹사이트 바로가기),2025년 02월,HDD (NAS용),8.9cm(3.5인치),12TB,SA-SCSI (12Gb/s),"7,200RPM",메모리 256MB,254MB/s,CMR(PMR),,26.1mm,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,250만시간,,,,,,,,,,
//img.danawa.com/prod_img/500000/100/531/img/70531100_1.jpg?shrink=130:130&_v=20241104134059,Western Digital WD Purple 5400/256M/해외구매,229990원,N/A,Western Digital WD,2024년 11월,HDD (CCTV용),8.9cm(3.5인치),6TB,SATA3(6Gb/s),"5,400RPM",메모리 256MB,180MB/s,CMR(PMR),,26.1mm,180 TB/Y,23/27dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,100만시간,,,,,,,○,,,
//img.danawa.com/prod_img/500000/029/881/img/16881029_1.jpg?shrink=130:130&_v=20220421124826,Western Digital WD RED Plus 5640/128M,355000원,4.9,Western Digital(제조사 웹사이트 바로가기),2022년 04월,HDD (NAS용),8.9cm(3.5인치),8TB,SATA3 (6Gb/s),"5,640RPM",메모리 128MB,185MB/s,CMR(PMR),,26.1mm,180 TB/Y,25/30dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,100만시간,,,,○,,,,,,
//img.danawa.com/prod_img/500000/004/402/img/76402004_1.jpg?shrink=130:130&_v=20250218132754,Western Digital Ultrastar DC HC580 SAS/7200/512M,949000원,N/A,Western Digital(제조사 웹사이트 바로가기),2025년 02월,HDD (기업용),8.9cm(3.5인치),24TB,SA-SCSI (12Gb/s),"7,200RPM",메모리 512MB,,CMR(PMR),,26.1mm,550 TB/Y,,,,R-R-WDT-US7SAT240인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,○,,,,○,,,,,
//img.danawa.com/prod_img/500000/007/984/img/2984007_1.jpg?shrink=130:130&_v=20200528150650,Seagate Enterprise Capacity SAS/7200/128M/해외구매,338040원,N/A,Seagate,2014년 06월,HDD (기업용),8.9cm(3.5인치),6TB,SA-SCSI,"7,200RPM",메모리 128MB,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,140만시간,,,,,,,,,,
//img.danawa.com/prod_img/500000/646/569/img/80569646_1.jpg?shrink=130:130&_v=20250415094409,Western Digital WD Purple 7200/512M/해외구매,504510원,N/A,Western Digital WD,2025년 04월,HDD (CCTV용),8.9cm(3.5인치),14TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,255MB/s,CMR(PMR),,26.1mm,360 TB/Y,20/36dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,150만시간,,,,,,,○,,,
//img.danawa.com/prod_img/500000/226/995/img/74995226_1.jpg?shrink=130:130&_v=20250314102111,Western Digital WD GOLD 7200/512M/해외구매,1418690원,N/A,Western Digital WD,2025년 01월,HDD (기업용),8.9cm(3.5인치),26TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,285MB/s,CMR(PMR),,26.1mm,550 TB/Y,20/32dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,,250만시간,,,,,,,,,,
